age;Medu;Fedu;traveltime;studytime;failures;famrel;freetime;goout;Dalc;Walc;health;absences;G3;school_GP;sex_F;address_U;famsize_LE3;Pstatus_T;Mjob_at_home;Mjob_health;Mjob_other;Mjob_services;Mjob_teacher;Fjob_at_home;Fjob_health;Fjob_other;Fjob_services;Fjob_teacher;reason_course;reason_home;reason_other;reason_reputation;guardian_father;guardian_mother;guardian_other;schoolsup_yes;famsup_yes;paid_yes;activities_yes;nursery_yes;higher_yes;internet_yes;romantic_yes
18;4;4;2;2;0;4;3;4;1;1;3;6;6;True;True;True;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;True;False;False;False;True;True;False;False
17;1;1;1;2;0;5;3;3;1;1;3;4;6;True;True;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;True;False
15;1;1;1;2;3;4;3;2;2;3;3;10;10;True;True;True;True;True;True;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;False;True;True;True;False
15;4;2;1;3;0;3;2;2;1;1;5;2;15;True;True;True;False;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;True;True;True;True;True
16;3;3;1;2;0;4;3;2;1;2;5;4;10;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;True;False;True;True;False;False
16;4;3;1;2;0;5;4;2;1;2;5;10;15;True;False;True;True;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;True;True;True;True;True;False
16;2;2;1;2;0;4;4;4;1;1;3;0;11;True;False;True;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;True;False
17;4;4;2;2;0;4;1;4;1;1;1;6;6;True;True;True;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;False;False;True;True;False;False
15;3;2;1;2;0;4;2;2;1;1;1;0;19;True;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;True;True;False
15;3;4;1;2;0;5;5;1;1;1;5;0;15;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;True;True;True;True;False
15;4;4;1;2;0;3;3;3;1;2;2;0;9;True;True;True;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;True;False;True;True;True;False
15;2;1;3;3;0;5;2;2;1;1;4;4;12;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;True;True;True;True;False
15;4;4;1;1;0;4;3;3;1;3;5;2;14;True;False;True;True;True;False;True;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;True;True;True;True;True;True;False
15;4;3;2;2;0;5;4;3;1;2;3;2;11;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;True;True;True;False
15;2;2;1;3;0;4;5;2;1;1;3;0;16;True;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;True;True
16;4;4;1;1;0;4;4;4;1;2;2;4;14;True;True;True;False;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;True;False
16;4;4;1;3;0;3;2;3;1;2;2;6;14;True;True;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;True;True;True;True;False
16;3;3;3;2;0;5;3;2;1;1;4;4;10;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;False;True;True;True;False;False
17;3;2;1;1;3;5;5;5;2;4;5;16;5;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;True;True;True;True;False
16;4;3;1;1;0;3;1;3;1;3;5;4;10;True;False;True;True;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;True;True;True;True;False
15;4;3;1;2;0;4;4;1;1;1;1;0;15;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;True;True;True;False
15;4;4;1;1;0;5;4;2;1;1;5;0;15;True;False;True;False;True;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;False;True;True;True;False
16;4;2;1;2;0;4;5;1;1;3;5;2;16;True;False;True;True;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;True;True;False
16;2;2;2;2;0;5;4;4;2;4;5;0;12;True;False;True;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;True;True;True;False
15;2;4;1;3;0;4;3;2;1;1;5;2;8;True;True;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;True;True;True;True;True;True;False
16;2;2;1;1;2;1;2;2;1;3;5;14;8;True;True;True;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;False;False;True;True;False
15;2;2;1;1;0;4;2;2;1;2;5;2;11;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;True;True;False
15;4;2;1;1;0;2;2;4;2;4;1;4;15;True;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;True;True;True;False
16;3;4;1;2;0;5;3;3;1;1;5;4;11;True;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;False;True;True;True;True;False
16;4;4;1;2;0;4;4;5;5;5;5;16;11;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;True;True;True;True;True
15;4;4;1;2;0;5;4;2;3;4;5;0;12;True;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;False;False;True;True;False
15;4;4;2;2;0;4;3;1;1;1;5;0;17;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;True;True;True;False
15;4;3;1;2;0;4;5;2;1;1;5;0;16;True;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;True;True;True;True;True
15;3;3;1;2;0;5;3;2;1;1;2;0;12;True;False;True;True;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;True;False
16;3;2;1;1;0;5;4;3;1;1;5;0;15;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;False;True;True;False
15;2;3;2;1;0;3;5;1;1;1;5;0;6;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;True;True;True;False;False
15;4;3;1;3;0;5;4;3;1;1;4;2;18;True;False;True;True;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;True;True;True;True;False
16;4;4;2;3;0;2;4;3;1;1;5;7;15;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;True;False;True;True;True;True;True
15;3;4;1;3;0;4;3;2;1;1;5;2;11;True;True;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;True;True;True;True;True;True;False
15;2;2;1;1;0;4;3;1;1;1;2;8;13;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;True;True;True;True;False;False
16;2;2;2;2;1;3;3;3;1;2;3;25;11;True;True;True;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;True;False;True;True;True
15;4;4;1;1;0;5;4;3;2;4;5;8;12;True;False;True;True;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;True;True
15;4;4;1;2;0;4;3;3;1;1;5;2;18;True;False;True;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;True;True;False
15;2;2;1;1;0;5;4;1;1;1;1;0;11;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;False;False;True;True;True;False
16;2;2;2;2;1;4;3;3;2;2;5;14;9;True;True;True;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;True;True;False
15;4;3;1;2;0;5;2;2;1;1;5;8;6;True;True;True;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;True;True;True;True;True;True;True
16;3;3;1;2;0;2;3;5;1;4;3;12;11;True;True;True;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;True;True;True;False
16;4;3;1;4;0;4;2;2;1;1;2;4;20;True;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;True;True;True;False
15;4;2;1;2;0;4;3;3;2;2;5;2;14;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;True;False;False
15;4;4;1;2;1;4;4;4;1;1;3;2;7;True;True;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;True;True;False;True;False;True;True;False
16;2;2;3;2;0;4;3;3;2;3;4;2;13;True;True;True;True;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;True;True;False;True;True;True;False
15;4;2;1;2;0;4;3;3;1;1;5;2;13;True;True;True;True;True;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;True;False;True;True;True;False
15;4;2;2;1;1;5;5;5;3;4;5;6;10;True;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;True;False;False
15;4;4;1;1;0;3;3;4;2;3;5;0;11;True;True;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;False
15;3;3;1;1;0;5;3;4;4;4;1;6;13;True;True;True;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;True;True;True;False
16;2;1;1;2;0;5;3;4;1;1;2;8;10;True;True;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;True;True;True;True;True
15;4;3;1;2;0;4;3;2;1;1;1;0;15;True;True;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;True;True;True;True;True;False
15;4;4;1;2;0;3;2;2;1;1;5;4;15;True;False;True;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;True;True;True;False;False
15;1;2;1;2;0;4;3;2;1;1;5;2;9;True;False;True;True;True;False;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;True;False;True;True;True;True;False
16;4;2;1;2;0;4;2;3;1;1;5;2;16;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True;True;True;False
16;4;4;1;2;0;2;4;4;2;3;4;6;11;True;True;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;True;True;True;False;False
16;1;1;4;1;0;5;5;5;5;5;5;6;11;True;True;True;False;True;False;False;False;True;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;False;True;False;True;True;True
16;1;2;1;2;0;4;4;3;1;1;1;4;9;True;True;True;True;True;False;False;True;False;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;False
16;4;3;1;3;0;3;4;4;2;4;4;2;9;True;True;True;False;True;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;True;False;True;True;True;True;True;True;True;False
15;4;3;1;2;0;4;4;4;2;4;2;0;10;True;True;True;True;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;True;False;False;True;True;True;True;True
16;4;3;3;2;0;5;4;3;1;2;1;2;15;True;True;True;True;True;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;True;False;False;True;False;True;True;True;True;False
15;4;4;1;4;0;1;3;3;5;5;3;4;12;True;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;True;False;True;False;True;True;True
16;3;1;1;4;0;4;3;3;1;2;5;4;6;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;False
15;2;2;2;2;0;4;1;3;1;3;4;2;8;True;True;False;True;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;True;True;True;False;True;True;True;False
15;3;1;2;4;0;4;4;2;2;3;3;12;16;True;True;False;True;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;True;True;False
16;3;1;2;4;0;4;3;2;1;1;5;0;15;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;True;False;True;True;True;False
15;4;2;1;4;0;3;3;3;1;1;3;0;10;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;True;False
15;1;1;1;2;2;3;3;4;2;4;5;2;5;True;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;False;False;False;True;True;True
16;3;1;1;1;0;5;3;2;2;2;5;2;14;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;True;True;False;False
16;3;3;1;2;0;4;3;3;2;4;5;54;11;True;True;True;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;True;True;True;True;True;True;False
15;4;3;1;2;0;4;3;3;2;3;5;6;10;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;True;True;True;True;False
15;4;0;2;4;0;3;4;3;1;1;1;8;10;True;False;True;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;True;True;True;False
16;2;2;1;4;0;5;2;3;1;3;3;0;11;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;True;True;True;True
17;2;1;2;1;3;4;5;1;1;1;3;2;10;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;False;True;True;False;True;False
16;3;4;1;2;0;2;4;3;1;2;3;12;5;True;True;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True;True;True;False
15;2;3;1;1;0;3;2;2;1;3;3;2;12;True;False;True;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;False;False;True;True;True;True;False;True;True;True
15;2;3;1;3;0;5;3;2;1;2;5;4;11;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;True;False;False;True;True;False
15;3;2;1;2;0;4;4;4;1;1;5;10;6;True;True;True;True;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;True;False;True;True;True;False
15;2;2;2;2;0;5;3;3;1;3;4;4;15;True;False;True;True;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;True;True;True;True;False
15;1;1;1;2;0;4;3;2;2;3;4;2;10;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;True;False;True;True;False
15;4;4;2;2;2;4;4;4;2;3;5;6;8;True;True;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;True;True;True;True
16;2;2;1;2;0;4;3;4;1;2;2;4;6;True;True;True;True;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;True;True;False;False
15;4;2;1;3;0;5;3;3;1;3;1;4;14;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;True;True;True;False
16;2;2;2;2;1;4;4;2;1;1;3;12;10;True;False;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;True;True;False;True;True;False
16;4;4;1;2;0;4;1;3;3;5;5;18;7;True;False;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;False;True;True;False;False
16;3;3;1;3;0;4;3;3;1;3;4;0;8;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;True;False;True;True;True;True
15;4;3;1;1;0;4;5;5;1;3;1;4;18;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;True;True;True;True;True;False
16;3;1;1;2;0;3;3;3;2;3;2;4;6;True;True;True;True;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;True;True;False;False;True;True;False;False
16;4;2;2;2;0;5;3;3;1;1;1;0;10;True;True;True;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;True;True;True;True;True;True;False
15;2;2;1;4;0;4;3;4;1;1;4;6;14;True;False;True;True;True;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;True;False;False;True;False;True;True;True;True;False
15;1;1;2;4;1;3;1;2;1;1;1;2;10;True;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;True;True;True;True;True;False
16;4;3;2;1;0;3;3;3;1;1;4;2;15;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;True;True;False;True;False;True;True;False
16;2;1;1;2;0;4;3;5;1;1;5;2;10;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;False;True;True;False;True
16;4;4;1;1;0;5;3;4;1;2;1;6;14;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False
16;4;3;1;3;0;5;3;5;1;1;3;0;8;True;True;True;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;False
16;4;4;1;1;0;4;5;5;5;5;4;14;5;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;True;True;True;True;True;True;True;False
16;4;4;1;3;0;4;4;3;1;1;4;0;17;True;False;True;False;True;False;False;False;True;False;False;False;False;False;True;False;False;True;False;True;False;False;False;True;False;True;True;True;True;True
15;4;4;1;1;0;5;3;3;1;1;5;4;14;True;False;True;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;False;True;True;False
15;3;2;2;2;0;4;3;5;1;1;2;26;6;True;True;True;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;True;False;True;True;True;False
15;3;4;1;2;0;5;4;4;1;1;1;0;18;True;False;True;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;True;True;True;True;True;False
15;3;3;1;4;0;4;3;3;1;1;4;10;11;True;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;True;True;False;False
15;2;2;1;4;0;5;1;2;1;1;3;8;8;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;True;True;False;True;True;True;False
16;3;3;1;3;0;5;3;3;1;1;5;2;18;True;False;True;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;True;True;True;True;False
15;4;4;4;4;0;1;3;5;3;5;1;6;13;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;True;True;True;True;True;True
16;4;4;1;3;0;5;4;5;1;1;4;4;16;True;True;True;True;True;False;True;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;True;True;True;True;True;True
15;4;4;1;1;0;5;5;3;1;1;4;6;19;True;False;True;True;False;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;True;True;True;True;False
16;3;3;1;3;1;4;1;2;1;1;2;0;10;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;True;True;False;True;True;True;True;False
16;2;2;1;2;1;3;1;2;1;1;5;6;13;True;True;True;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;True;True;False
15;4;2;1;1;0;3;5;2;1;1;3;10;19;True;False;True;True;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;True;False
15;2;1;1;2;0;5;4;2;1;1;5;8;9;True;False;False;False;True;False;True;False;False;False;False;False;False;True;False;False;False;False;True;False;True;False;False;False;False;True;True;True;True;True
16;4;4;1;2;0;5;4;4;1;2;5;2;16;True;False;True;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;True;False;False;False;True;False;True;True;True;True;False
15;4;4;2;2;0;4;4;3;1;1;2;2;14;True;False;True;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;True;True;True;False;False
16;3;3;2;1;0;5;4;2;1;1;5;0;13;True;False;True;False;True;False;False;True;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;False;True;True;True;True;False
17;1;3;3;2;1;5;2;4;1;4;5;20;8;True;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;True;False;True;True;True;True;False
15;3;4;1;1;0;3;4;3;1;2;4;6;13;True;False;True;False;True;False;False;True;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;True;False
15;1;2;1;2;0;3;2;3;1;2;1;2;15;True;True;True;False;True;True;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;True;True;False
15;2;2;1;4;0;5;5;4;1;2;5;6;15;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;False;True;True;True;True;True;True;False
16;2;4;2;2;0;4;2;2;1;2;5;2;13;True;True;True;True;True;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;True;True;True;True;True;True
16;4;4;1;1;0;3;4;4;1;4;5;18;13;True;False;True;False;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;True;True;True;True;False
16;2;2;1;2;0;5;4;4;1;1;5;0;8;True;True;True;False;True;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;True;True
15;3;4;1;1;0;5;5;5;3;2;5;0;12;True;False;True;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;True;True;True;False
15;3;4;1;2;0;5;3;2;1;1;1;0;11;True;True;True;True;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;False;False;True;True;True;True;True
19;0;1;1;2;3;3;4;2;1;1;5;2;9;True;True;True;False;True;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False
18;2;2;1;1;2;3;3;3;1;2;4;0;0;True;False;False;False;True;False;False;False;True;False;False;False;True;False;False;False;False;False;True;False;True;False;False;True;False;True;True;True;True;False
16;4;4;1;1;0;3;5;5;2;5;4;8;18;True;False;False;False;True;False;False;False;False;True;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;True;True;True;True;False
